osm_id,lon,lat,name
43393651,4.7501285,51.6551377,Terheijden
43395902,4.57389,51.6555433,Zevenbergen
43396642,4.413992,51.655423,Knooppunt Sabina
43402931,4.426705,51.6570053,Knooppunt Sabina
43404296,4.7647808,51.6576724,Terheijden
43405246,5.4098203,51.6586239,Middelrode
43412275,5.3026012,51.6603322,'s-Hertogenbosch-Centrum
43420775,5.9419088,51.6618709,Boxmeer
43421153,5.058043,51.6625511,Kaatsheuvel
43421551,5.9049555,51.6622772,Knooppunt Rijkevoort
43423123,5.9494613,51.6625585,Boxmeer
43423468,5.2936954,51.6626208,Vught-Noord
43433399,5.3002397,51.6654765,Vught-Noord
43434430,5.5998879,51.6658733,Zeeland
43435077,5.2999332,51.6654567,Vught-Noord
43436957,4.4242568,51.6660683,Knooppunt Sabina
43437398,5.9079479,51.6664591,Knooppunt Rijkevoort
43438533,4.7903503,51.6670963,Made
43438784,5.9881317,51.6669677,Gennep
43446235,5.9968255,51.669508,Gennep
43449052,5.3177611,51.6704826,Knooppunt Vught
43449774,4.8036778,51.6703769,Made
43452927,4.6085956,51.6710396,Industrieterrein Moerdijk
43457901,5.8982516,51.6725703,Knooppunt Rijkevoort
43458735,5.3864136,51.6731778,Berlicum
43462706,5.5992495,51.674008,Zeeland
43465553,4.6146608,51.6746187,Industrieterrein Moerdijk
43468590,5.3342117,51.6757175,Sint-Michielsgestel
43468618,4.4241871,51.6758933,Willemstad
43484220,4.6661418,51.6795328,Zevenbergschen Hoek
43485432,4.8450877,51.6796742,Oosterhout-Noord
43490235,4.8494891,51.6807233,Oosterhout-Noord
43494127,4.4174046,51.6816643,Willemstad
43510406,4.8745574,51.6854702,Raamsdonksveer
43510705,5.3486106,51.6851245,Veghel
43513904,4.8790455,51.6865225,Raamsdonksveer
43514381,4.8828737,51.6839021,Knooppunt Hooipolder
43520776,5.3486724,51.6882305,Veghel
43520817,4.6575508,51.6881959,Zevenbergschen Hoek
43523391,4.6358663,51.6889682,Moerdijk
43532246,5.0502311,51.6909798,Waalwijk
43535495,5.8887794,51.6914777,Haps
43535934,4.4031283,51.6920609,Knooppunt Hellegatsplein
43536854,4.6405089,51.6923404,Moerdijk
43541142,4.9553456,51.6933415,Waspik
43541993,5.2033773,51.6935824,Nieuwkuijk
43542092,5.0727466,51.6934768,Waalwijk-Centrum
43544840,5.107619,51.6938844,Drunen-West
43546096,5.2316271,51.6943145,Vlijmen
43549790,5.1894328,51.6954179,Nieuwkuijk
43550460,4.9867629,51.6954143,Dussen
43551154,4.9903321,51.6956272,Dussen
43552322,5.0933554,51.6957993,Waalwijk-Oost
43552539,5.241939,51.6959064,'s-Hertogenbosch-West
43552650,5.8848569,51.6964183,Haps
43552776,4.645303,51.6958765,Knooppunt Klaverpolder
43552932,5.0978294,51.696115,Waalwijk-Oost
43554440,5.2440389,51.6966326,'s-Hertogenbosch-West
43558128,5.1740561,51.6974676,Heusden
43560336,5.1568334,51.6980887,Heusden
43568531,4.3854831,51.7004092,Knooppunt Hellegatsplein
43569521,4.6490909,51.7010214,Knooppunt Klaverpolder
43579799,4.6466613,51.7036883,Knooppunt Klaverpolder
43586547,5.2585765,51.7057217,Engelen
43590612,4.3955531,51.7075164,Knooppunt Hellegatsplein
43601912,5.5701352,51.7111515,Nistelrode
43606899,5.2677985,51.7117836,Engelen
43609095,4.8890749,51.7126502,Geertruidenberg
43616507,4.8890744,51.71485,Geertruidenberg
43622868,5.337394,51.7162094,Rosmalen
43625801,5.2903439,51.7169733,'s-Hertogenbosch-Maaspoort
43632848,5.3024322,51.7187651,'s-Hertogenbosch-Maaspoort
43633306,5.5688295,51.7189424,Nistelrode
43645210,5.3295518,51.7216702,Knooppunt Empel
43653110,4.8931795,51.7247264,Hank
43654795,5.5720113,51.7253413,Oss
43672279,4.4095224,51.7297729,
43672438,3.8238925,51.7300778,Ellemeet
43674677,5.8497615,51.7309228,Cuijk
43689611,5.8455163,51.7350496,Cuijk
43701437,4.911575,51.737895,Hank
43725012,4.4136131,51.7454507,Numansdorp
43725065,3.8259192,51.7447638,Ellemeet
43758595,4.4170065,51.7555416,Numansdorp
43770824,5.2792022,51.7610776,Kerkdriel
43783557,5.8371614,51.7657461,Malden
43789626,4.6481095,51.7679921,'s-Gravendeel
43789807,4.9281103,51.7680925,Nieuwendijk
43810271,5.8366226,51.7751112,Malden
43815063,4.9274359,51.7757988,Nieuwendijk
43829945,4.6647662,51.781466,Wijk 8
43841720,5.6500571,51.786456,Ravenstein
43844623,4.6697695,51.7872666,Wijk 8
43848548,5.6552628,51.7890153,Ravenstein
43849388,5.2580049,51.7889631,Zaltbommel
43856964,4.6751403,51.7927866,Ziekenhuis A. Schweitzer
43862100,5.800141,51.796126,Nijmegen-Dukenburg
43862344,4.6492682,51.7961936,Dordrecht-Centrum
43871521,5.2583321,51.7987735,Zaltbommel
43873763,4.6935922,51.7997658,Veer Werkendam
43876528,4.6495476,51.8002955,Dordrecht
43877956,4.9314472,51.8002858,Werkendam
43880653,5.7904691,51.8024496,Nijmegen-Dukenburg
43884374,4.9319438,51.8026307,Werkendam
43890523,4.6498721,51.8044028,Dordrecht-Centrum
43896823,4.6504415,51.8048468,
43919124,5.6784824,51.8112565,Knooppunt Bankhoef
43922628,4.6413526,51.8122818,Zwijndrecht
43925549,5.6943715,51.8128788,Bergharen
43926028,4.0226571,51.8127866,Stellendam-Noord
43926555,5.6994992,51.8130054,Bergharen
43928183,4.4844266,51.8135825,Oud-Beijerland
43929576,5.678956,51.8135782,Knooppunt Bankhoef
43931994,5.6839876,51.8145011,Knooppunt Bankhoef
43934681,4.7079867,51.8151436,Dordrecht-Centrum/De Staart
43942470,4.7075931,51.8168492,Dordrecht-Centrum/De Staart
43949940,4.6290572,51.8182127,Zwijndrecht
43955775,4.0320577,51.8195367,Havens Stellendam
43964458,4.8105662,51.8219182,Sliedrecht-Oost
43973157,4.8407757,51.8237806,Hardinxveld-Giessendam
43979336,4.8503697,51.8247452,Hardinxveld-Giessendam
43987744,4.6248446,51.8269145,Hendrik-Ido-Ambacht
43989386,5.2567555,51.8273229,Waardenburg
43989399,5.7376918,51.8270415,Beuningen
43989938,5.7369372,51.8271259,Beuningen
43990518,4.0428888,51.8277242,Havens Stellendam
44000579,4.7053734,51.8290411,Papendrecht
44000588,5.7725216,51.8275414,Wijchen
44006745,4.752897,51.8300749,Sliedrecht-West
44021895,4.7086225,51.833754,Papendrecht
44021975,4.9446163,51.8329737,Industrieterrein Avelingen
44028456,4.9452273,51.8347305,Industrieterrein Avelingen
44040537,4.7209478,51.8372611,Papendrecht
44051984,4.9480155,51.8402693,Knooppunt Gorinchem
44053070,5.0880974,51.8408355,Leerdam
44054056,4.7054669,51.8407473,Dordrecht
44057878,4.937853,51.8418616,Gorinchem
44059165,4.6115838,51.8421535,Hendrik-Ido-Ambacht
44060571,5.0083924,51.842686,Arkel
44060995,5.7783654,51.8426052,Knooppunt Neerbosch
44061253,5.0039474,51.8432215,Arkel
44063896,5.7744076,51.8435426,Knooppunt Neerbosch
44066025,4.9422382,51.8441926,Gorinchem
44071271,4.6884974,51.8461666,Alblasserdam
44072605,4.5158696,51.846595,Barendrecht
44072932,4.9654423,51.8465817,Knooppunt Gorinchem
44079966,4.606548,51.8477404,Knooppunt Ridderkerk
44080400,5.2351143,51.8499129,Knooppunt Deil
44082271,4.5158574,51.8493204,Barendrecht
44083495,5.7547894,51.8492796,Beuningen
44091206,5.2147864,51.852715,Knooppunt Deil
44092205,5.7046306,51.8522518,Knooppunt Ewijk
44093253,5.7399341,51.8525465,Beuningen
44094298,4.9536094,51.8530085,Knooppunt Gorinchem
44094450,4.674261,51.8525834,Alblasserdam
44107993,4.6202666,51.8563745,Hendrik-Ido-Ambacht
44108783,5.7191382,51.8562213,Knooppunt Ewijk
44109079,4.6107692,51.8566107,Knooppunt Ridderkerk
44109592,4.6331197,51.856716,Hendrik-Ido-Ambacht
44115960,5.2429849,51.8583594,Knooppunt Deil
44117101,5.2763527,51.8586897,Meteren
44122799,5.704531,51.8604215,Knooppunt Ewijk
44129659,5.3106891,51.8613958,Geldermalsen
44130602,4.5162484,51.8595435,Knooppunt Vaanplein
44133216,4.5168784,51.862776,Rotterdam-Zuidplein
44136033,5.3189729,51.8633852,Geldermalsen
44138239,5.718006,51.8638105,Knooppunt Ewijk
44143921,4.5489468,51.8657051,Rotterdam-IJsselmonde
44144731,4.5250799,51.8648337,Rotterdam-Zuidplein
44144875,5.2219037,51.8644074,Knooppunt Deil
44151140,4.2844518,51.867666,Havens 4100-5200
44152744,4.5529322,51.8680103,Rotterdam-IJsselmonde
44153479,4.3006917,51.8681459,Spijkenisse
44154184,4.555406,51.8684446,Knooppunt Ridderkerk
44155110,4.2713971,51.8685781,Havens 4100-5200
44156963,4.4333732,51.8690795,Rotterdam-Charlois
44159129,4.3167145,51.8696894,Spijkenisse
44160799,4.3163391,51.8698194,Spijkenisse
44163705,4.5151211,51.8692205,Knooppunt Vaanplein
44165955,5.6199361,51.8711028,Druten
44166746,5.6675186,51.8710838,Deest
44170831,5.6611984,51.8721236,Deest
44171855,4.3373154,51.8718436,Hoogvliet
44171879,4.420714,51.8719479,Rotterdam-Heijplaat
44176942,5.3484551,51.8752411,Wadenoijen
44176974,5.3446193,51.8731073,Wadenoijen
44177139,4.4114442,51.8734299,Knooppunt Benelux
44177629,4.5122529,51.873937,
44183066,4.3760249,51.8746263,
44185923,4.5704742,51.8752663,
44195907,4.384178,51.8770627,Pernis
44196781,5.208976,51.8779228,Geldermalsen
44206856,4.3830255,51.8810184,Knooppunt Benelux
44209314,4.5794208,51.8808016,Knooppunt Ridderkerk
44213699,4.5651674,51.881342,
